     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 10:46:29       22.164025       1.1124       0.7485       1.7000       1.0000
Sella   1 10:46:32       30.231373       7.1119       0.5410       1.1728      -4.7347
Sella   2 10:46:32       25.811968       1.9889       0.1331       1.1728       1.0390
Sella   3 10:46:33       24.434984       1.4788       0.0166       1.1728       2.4297
Sella   4 10:46:34       22.644264       1.4434       0.0362       1.1728       2.1678
Sella   5 10:46:35       22.181351       1.1902       0.0188       1.1728       1.4035
Sella   6 10:46:36       22.082282       0.7656       0.0203       1.1728       0.4621
Sella   7 10:46:37       22.040820       0.6055       0.0226       1.1728       0.2426
Sella   8 10:46:38       21.914193       0.4085       0.0012       1.1728       2.1832
Sella   9 10:46:39       21.632228       0.2069       0.0010       1.1728      11.4878
Sella  10 10:46:40       21.518292       0.2108       0.0002       1.1728      18.4379
Sella  11 10:46:41       21.387921       0.2091       0.0010       1.1728      11.0217
Sella  12 10:46:41       21.332161       0.1397       0.0010       1.1728       8.1127
Sella  13 10:46:42       21.282546       0.1784       0.0007       1.1728      10.7498
Sella  14 10:46:43       21.153459       0.1792       0.0005       1.1728      26.0765
Sella  15 10:46:44       20.894453       0.1135       0.0007       1.1728      48.1702
Sella  16 10:46:45       20.603608       0.0879       0.0006       1.1728      85.5607
Sella  17 10:46:46       20.314011       0.0978       0.0006       1.1728      93.1031
Sella  18 10:46:47       20.078893       0.0752       0.0006       1.1728      78.1804
Sella  19 10:46:48       19.979117       0.0630       0.0003       1.1728      95.4008
Sella  20 10:46:48       19.930258       0.0451       0.0001       1.1728      67.9776
Sella  21 10:46:49       19.892534       0.0249       0.0001       1.1728      98.3345
Sella  22 10:46:50       19.859766       0.0151       0.0000       0.0085     259.9671
Sella  23 10:46:51       19.844696       0.0082       0.0000       0.0034     447.9036
Sella  24 10:46:52       19.840465       0.0074       0.0000       0.0018     352.7827
Sella  25 10:46:53       19.839921       0.0075       0.0000       0.0018      46.4595
Sella  26 10:46:54       19.840405       0.0070       0.0000       0.0016     -29.3032
Sella  27 10:46:55       19.840099       0.0064       0.0000       0.0016      21.2265
Sella  28 10:46:56       19.838582       0.0059       0.0000       0.0015     120.9158
Sella  29 10:46:56       19.836389       0.0053       0.0000       0.0013     213.0440
Sella  30 10:46:57       19.833918       0.0047       0.0000       0.0012     294.4242
Sella  31 10:46:58       19.831465       0.0042       0.0000       0.0011     364.4129
Sella  32 10:46:59       19.829210       0.0036       0.0000       0.0010     422.8498
Sella  33 10:47:00       19.827236       0.0031       0.0000       0.0009     470.2569
Sella  34 10:47:01       19.825552       0.0027       0.0000       0.0008     510.2649
Sella  35 10:47:02       19.824131       0.0023       0.0000       0.0007     549.2169
Sella  36 10:47:03       19.822926       0.0020       0.0000       0.0006     595.7013
Sella  37 10:47:04       19.821887       0.0017       0.0000       0.0006     659.2643
Sella  38 10:47:04       19.820973       0.0015       0.0000       0.0005     749.9659
Sella  39 10:47:05       19.820153       0.0013       0.0000       0.0005     877.8564
Sella  40 10:47:06       19.819405       0.0011       0.0000       0.0004    1053.6532
Sella  41 10:47:07       19.818718       0.0009       0.0000       0.0004    1291.7170
Sella  42 10:47:08       19.818085       0.0007       0.0000       0.0003    1614.0499
Sella  43 10:47:09       19.817503       0.0006       0.0000       0.0003    2059.3965
Sella  44 10:47:10       19.816968       0.0004       0.0000       0.0003    2704.9141
Sella  45 10:47:11       19.816478       0.0003       0.0000       0.0002    3715.4089
Sella  46 10:47:12       19.816029       0.0002       0.0000       0.0002    5519.2601
Sella  47 10:47:13       19.815615       0.0001       0.0000       0.0002    9612.0026
