     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 10:24:45        7.758325       1.3352       0.0050       1.7000       1.0000
Sella   1 10:24:47        9.350201       4.8933       0.1703       0.7652      -0.7086
Sella   2 10:24:48        7.022812       0.8914       0.1050       0.7652       0.7678
Sella   3 10:24:50        7.047462       0.8003       0.0111       0.2031      -0.0593
Sella   4 10:24:51        6.925727       0.3375       0.0044       0.2031       1.2558
Sella   5 10:24:52        6.918829       0.2513       0.0011       0.2031       0.3228
Sella   6 10:24:54        6.817042       0.2307       0.0092       0.2031       2.8034
Sella   7 10:24:55        6.674253       0.2476       0.0142       0.2031       4.8753
Sella   8 10:24:57        6.558043       0.2330       0.0208       0.2031       3.9106
Sella   9 10:24:58        6.579678       0.1772       0.0266       0.1828      -0.7084
Sella  10 10:25:00        6.687220       0.2048       0.0045       0.0807      -3.5728
Sella  11 10:25:01        6.792690       0.1258       0.0017       0.0726      -8.3301
Sella  12 10:25:03        6.838374       0.0871       0.0013       0.0654      -4.6293
Sella  13 10:25:04        6.847687       0.0695       0.0011       0.0588      -1.3836
Sella  14 10:25:05        6.845101       0.0646       0.0010       0.0588       0.5517
Sella  15 10:25:07        6.845259       0.0546       0.0013       0.0529      -0.0406
Sella  16 10:25:08        6.858111       0.0423       0.0012       0.0476      -4.4317
Sella  17 10:25:10        6.881960       0.0305       0.0010       0.0429     -11.9886
Sella  18 10:25:11        6.909379       0.0254       0.0008       0.0386     -21.0419
Sella  19 10:25:13        6.935078       0.0242       0.0007       0.0347     -32.2271
Sella  20 10:25:14        6.957983       0.0233       0.0006       0.0313     -46.8930
Sella  21 10:25:16        6.977185       0.0231       0.0005       0.0281     -51.4588
Sella  22 10:25:18        6.990231       0.0171       0.0004       0.0253     -33.8516
Sella  23 10:25:19        6.996502       0.0185       0.0002       0.0228     -16.8776
Sella  24 10:25:20        7.002601       0.0194       0.0002       0.0205     -26.4311
Sella  25 10:25:22        7.012392       0.0163       0.0001       0.0185     -71.5271
Sella  26 10:25:23        7.024421       0.0108       0.0001       0.0145    -163.8550
Sella  27 10:25:25        7.029972       0.0072       0.0000       0.0041    -359.9093
Sella  28 10:25:26        7.030092       0.0042       0.0000       0.0032     -27.3606
Sella  29 10:25:28        7.027421       0.0038       0.0000       0.0029     639.9829
Sella  30 10:25:29        7.023404       0.0038       0.0000       0.0026     570.3687
Sella  31 10:25:30        7.018746       0.0032       0.0000       0.0023     363.6608
Sella  32 10:25:32        7.014713       0.0027       0.0000       0.0021     307.7964
Sella  33 10:25:33        7.011454       0.0024       0.0000       0.0019     305.5406
Sella  34 10:25:35        7.008521       0.0022       0.0000       0.0017     364.9390
Sella  35 10:25:36        7.005830       0.0018       0.0000       0.0015     429.8104
Sella  36 10:25:38        7.003400       0.0016       0.0000       0.0014     492.3597
Sella  37 10:25:39        7.001225       0.0013       0.0000       0.0012     555.7604
Sella  38 10:25:41        6.999287       0.0011       0.0000       0.0011     625.8475
Sella  39 10:25:42        6.997555       0.0010       0.0000       0.0010     707.9212
Sella  40 10:25:44        6.995999       0.0009       0.0000       0.0009     807.7326
Sella  41 10:25:45        6.994590       0.0009       0.0000       0.0008     929.2969
Sella  42 10:25:46        6.993309       0.0008       0.0000       0.0007    1076.8195
Sella  43 10:25:48        6.992142       0.0007       0.0000       0.0007    1250.7426
Sella  44 10:25:49        6.991080       0.0006       0.0000       0.0006    1454.1498
Sella  45 10:25:51        6.990115       0.0006       0.0000       0.0005    1688.1422
Sella  46 10:25:52        6.989241       0.0005       0.0000       0.0005    1954.5085
Sella  47 10:25:53        6.988454       0.0005       0.0000       0.0004    2254.0767
Sella  48 10:25:55        6.987746       0.0004       0.0000       0.0004    2592.9311
Sella  49 10:25:56        6.987112       0.0004       0.0000       0.0003    2967.0755
Sella  50 10:25:58        6.986546       0.0003       0.0000       0.0003    3380.7036
Sella  51 10:25:59        6.986043       0.0003       0.0000       0.0003    3834.8284
Sella  52 10:26:01        6.985597       0.0003       0.0000       0.0003    4330.9108
Sella  53 10:26:02        6.985202       0.0002       0.0000       0.0002    4874.1297
Sella  54 10:26:03        6.984854       0.0002       0.0000       0.0002    5461.1748
Sella  55 10:26:05        6.984547       0.0002       0.0000       0.0002    6124.5135
Sella  56 10:26:06        6.984277       0.0002       0.0000       0.0002    6847.2179
Sella  57 10:26:07        6.984040       0.0001       0.0000       0.0001    7659.2974
Sella  58 10:26:09        6.983833       0.0001       0.0000       0.0001    8582.0058
Sella  59 10:26:10        6.983650       0.0001       0.0000       0.0001    9657.4718
Sella  60 10:26:12        6.983491       0.0001       0.0000       0.0001   10920.4360
