     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 09:56:43       17.840966       1.0247       0.0171       1.6000       1.0000
Sella   1 09:56:45       20.446810       8.1173       0.2244       0.7172      -1.8320
Sella   2 09:56:46       16.516600       0.4172       0.1422       0.7172       0.7069
Sella   3 09:56:47       16.887858       0.5464       0.0060       0.1453      -0.9308
Sella   4 09:56:48       16.541523       0.2836       0.0023       0.1453      11.6264
Sella   5 09:56:48       16.429337       0.1088       0.0003       0.1453      12.7319
Sella   6 09:56:49       16.147798       0.0884       0.0010       0.1453      72.0817
Sella   7 09:56:50       15.911770       0.0494       0.0005       0.1453      87.8282
Sella   8 09:56:51       15.821775       0.0360       0.0000       0.1453      43.2062
Sella   9 09:56:52       15.585957       0.0534       0.0001       0.0288     187.0394
Sella  10 09:56:53       15.393094       0.0376       0.0001       0.0259     302.3738
Sella  11 09:56:54       15.271658       0.0423       0.0001       0.0233     175.4483
Sella  12 09:56:55       15.205899       0.0471       0.0001       0.0210     150.1496
Sella  13 09:56:55       15.157080       0.0450       0.0001       0.0210      69.4337
Sella  14 09:56:56       15.088544       0.0391       0.0000       0.0210      86.7377
Sella  15 09:56:57       14.999192       0.0312       0.0000       0.0189     121.8386
Sella  16 09:56:58       14.905854       0.0225       0.0000       0.0170     162.8057
Sella  17 09:56:59       14.817125       0.0150       0.0000       0.0153     194.6648
Sella  18 09:57:00       14.735754       0.0130       0.0000       0.0138     220.6696
Sella  19 09:57:01       14.663183       0.0125       0.0000       0.0124     235.7023
Sella  20 09:57:02       14.599737       0.0117       0.0000       0.0112     240.1999
Sella  21 09:57:03       14.544479       0.0108       0.0000       0.0100     242.2930
Sella  22 09:57:03       14.495933       0.0099       0.0000       0.0090     248.4628
Sella  23 09:57:04       14.452767       0.0092       0.0000       0.0081     259.9489
Sella  24 09:57:05       14.414025       0.0087       0.0000       0.0073     274.3728
Sella  25 09:57:06       14.379087       0.0084       0.0000       0.0066     289.1527
Sella  26 09:57:07       14.347542       0.0081       0.0000       0.0059     302.9767
Sella  27 09:57:08       14.319090       0.0078       0.0000       0.0053     315.4482
Sella  28 09:57:09       14.293474       0.0076       0.0000       0.0048     326.5743
Sella  29 09:57:10       14.270455       0.0073       0.0000       0.0043     336.4669
Sella  30 09:57:10       14.249794       0.0071       0.0000       0.0039     345.3889
Sella  31 09:57:11       14.231262       0.0069       0.0000       0.0035     353.6792
Sella  32 09:57:12       14.214638       0.0068       0.0000       0.0032     361.6199
Sella  33 09:57:13       14.199720       0.0066       0.0000       0.0028     369.3708
Sella  34 09:57:14       14.186324       0.0065       0.0000       0.0026     376.9535
Sella  35 09:57:15       14.174290       0.0063       0.0000       0.0023     384.3482
Sella  36 09:57:16       14.163474       0.0062       0.0000       0.0021     391.4496
Sella  37 09:57:17       14.153750       0.0061       0.0000       0.0019     398.1950
Sella  38 09:57:17       14.145006       0.0060       0.0000       0.0017     404.5242
Sella  39 09:57:18       14.137142       0.0059       0.0000       0.0015     410.4030
Sella  40 09:57:19       14.130070       0.0058       0.0000       0.0014     415.8397
Sella  41 09:57:20       14.123709       0.0058       0.0000       0.0012     420.8223
Sella  42 09:57:21       14.117987       0.0057       0.0000       0.0011     425.3803
Sella  43 09:57:22       14.112841       0.0057       0.0000       0.0010     429.5224
Sella  44 09:57:23       14.108211       0.0056       0.0000       0.0009     433.2796
Sella  45 09:57:24       14.104047       0.0056       0.0000       0.0008     436.6888
Sella  46 09:57:24       14.100301       0.0055       0.0000       0.0007     439.7845
Sella  47 09:57:25       14.096931       0.0055       0.0000       0.0006     442.5842
Sella  48 09:57:26       14.093900       0.0055       0.0000       0.0006     445.1206
Sella  49 09:57:27       14.091172       0.0054       0.0000       0.0005     447.4182
Sella  50 09:57:28       14.088718       0.0054       0.0000       0.0005     449.4974
Sella  51 09:57:29       14.086511       0.0054       0.0000       0.0004     451.3792
Sella  52 09:57:30       14.084524       0.0054       0.0000       0.0004     453.0886
Sella  53 09:57:31       14.082737       0.0053       0.0000       0.0003     454.6240
Sella  54 09:57:31       14.081129       0.0053       0.0000       0.0003     456.0164
Sella  55 09:57:32       14.079682       0.0053       0.0000       0.0003     457.2731
Sella  56 09:57:33       14.078380       0.0053       0.0000       0.0003     458.4144
Sella  57 09:57:34       14.077208       0.0053       0.0000       0.0002     459.4441
Sella  58 09:57:35       14.076154       0.0053       0.0000       0.0002     460.3677
Sella  59 09:57:36       14.075205       0.0053       0.0000       0.0002     461.2067
