     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 10:46:33       22.164025       1.1124       0.3651       1.7000       1.0000
Sella   1 10:46:35       25.535320       2.9414       0.2555       0.8555      -1.9062
Sella   2 10:46:35       22.170707       1.0826       0.0859       0.8555       1.1346
Sella   3 10:46:36       21.400019       0.6428       0.0126       0.8555       1.6501
Sella   4 10:46:37       21.087470       0.5291       0.0049       0.8555       3.0660
Sella   5 10:46:38       20.761860       0.3279       0.0127       0.8555       3.5632
Sella   6 10:46:39       20.501751       0.1927       0.0017       0.8555       7.8736
Sella   7 10:46:40       20.368954       0.1020       0.0005       0.8555      13.0759
Sella   8 10:46:41       20.282506       0.0894       0.0002       0.8555      29.8441
Sella   9 10:46:42       20.146411       0.0872       0.0004       0.8555      38.9061
Sella  10 10:46:42       19.925143       0.0686       0.0009       0.8555      46.4063
Sella  11 10:46:43       19.727043       0.0671       0.0008       0.8555      97.1664
Sella  12 10:46:44       19.560730       0.0668       0.0005       0.0377     123.0120
Sella  13 10:46:45       19.406314       0.0637       0.0004       0.0377      94.4327
Sella  14 10:46:46       19.266000       0.0344       0.0003       0.0377      62.4095
Sella  15 10:46:47       19.131259       0.0248       0.0004       0.0377      94.9245
Sella  16 10:46:48       19.003343       0.0189       0.0004       0.0340     159.7516
Sella  17 10:46:49       18.897663       0.0110       0.0004       0.0306     356.8903
Sella  18 10:46:50       18.874989       0.0080       0.0000       0.0092    -570.1042
Sella  19 10:46:51       18.871342       0.0084       0.0000       0.0056     100.2229
Sella  20 10:46:51       18.878959       0.0089       0.0000       0.0050    -140.5957
Sella  21 10:46:52       18.887719       0.0057       0.0000       0.0045    -213.2214
Sella  22 10:46:53       18.894680       0.0036       0.0000       0.0041    -301.9737
Sella  23 10:46:54       18.898577       0.0037       0.0000       0.0037    -324.7818
Sella  24 10:46:55       18.899854       0.0025       0.0000       0.0033    -197.3669
Sella  25 10:46:56       18.900107       0.0022       0.0000       0.0022     -75.1532
Sella  26 10:46:57       18.901018       0.0014       0.0000       0.0010    -541.5007
Sella  27 10:46:58       18.903383       0.0005       0.0000       0.0009   -2773.1445
Sella  28 10:46:58       18.905546       0.0003       0.0000       0.0007  -24830.1554
Sella  29 10:46:59       18.906593       0.0002       0.0000       0.0003  -14160.1444
Sella  30 10:47:00       18.907006       0.0001       0.0000       0.0001  -24732.4531
