     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 08:08:51       14.317289       0.9393       0.1756       1.7000       1.0000
Sella   1 08:08:53       16.446897       5.1515       0.2016       0.7530      -1.2465
Sella   2 08:08:53       13.759524       0.5891       0.1541       0.7530       0.8370
Sella   3 08:08:54       13.516405       0.4707       0.0088       0.7530       0.5018
Sella   4 08:08:55       13.580620       0.3213       0.0030       0.0829      -1.8753
Sella   5 08:08:56       13.469831       0.0816       0.0003       0.0829       8.2205
Sella   6 08:08:57       13.418572       0.0604       0.0001       0.0829      43.4960
Sella   7 08:08:58       13.392606       0.0294       0.0001       0.0829      43.2265
Sella   8 08:08:59       13.397999       0.0245       0.0000       0.0068     -63.2295
Sella   9 08:09:00       13.407253       0.0144       0.0000       0.0061     -52.9423
Sella  10 08:09:00       13.415955       0.0137       0.0000       0.0055     -58.8865
Sella  11 08:09:01       13.423728       0.0120       0.0000       0.0049     -67.8696
Sella  12 08:09:02       13.430763       0.0100       0.0000       0.0044     -75.2054
Sella  13 08:09:03       13.435501       0.0110       0.0000       0.0040     -52.8027
Sella  14 08:09:04       13.440206       0.0109       0.0000       0.0036     -60.4063
Sella  15 08:09:05       13.444113       0.0113       0.0000       0.0032     -58.1466
Sella  16 08:09:06       13.447736       0.0110       0.0000       0.0029     -59.1342
Sella  17 08:09:07       13.450681       0.0110       0.0000       0.0026     -54.1481
Sella  18 08:09:07       13.453307       0.0108       0.0000       0.0024     -53.3013
Sella  19 08:09:08       13.455503       0.0108       0.0000       0.0021     -49.9919
Sella  20 08:09:09       13.457446       0.0107       0.0000       0.0019     -49.0135
Sella  21 08:09:10       13.459119       0.0107       0.0000       0.0017     -47.0650
Sella  22 08:09:11       13.460596       0.0107       0.0000       0.0015     -46.1248
Sella  23 08:09:12       13.461889       0.0106       0.0000       0.0014     -44.9224
Sella  24 08:09:13       13.463031       0.0106       0.0000       0.0013     -44.1035
Sella  25 08:09:14       13.464040       0.0106       0.0000       0.0011     -43.2841
Sella  26 08:09:15       13.464934       0.0106       0.0000       0.0010     -42.6141
Sella  27 08:09:15       13.465727       0.0106       0.0000       0.0009     -42.0026
Sella  28 08:09:16       13.466432       0.0106       0.0000       0.0008     -41.4682
Sella  29 08:09:17       13.467059       0.0106       0.0000       0.0007     -40.9923
Sella  30 08:09:18       13.467617       0.0106       0.0000       0.0007     -40.5674
Sella  31 08:09:19       13.468115       0.0106       0.0000       0.0006     -40.1877
Sella  32 08:09:20       13.468559       0.0106       0.0000       0.0005     -39.8495
Sella  33 08:09:21       13.468956       0.0106       0.0000       0.0005     -39.5475
Sella  34 08:09:22       13.469311       0.0106       0.0000       0.0004     -39.2752
Sella  35 08:09:23       13.469628       0.0106       0.0000       0.0004     -39.0311
Sella  36 08:09:23       13.469913       0.0106       0.0000       0.0004     -38.8137
Sella  37 08:09:24       13.470167       0.0106       0.0000       0.0003     -38.6179
Sella  38 08:09:25       13.470395       0.0106       0.0000       0.0003     -38.4409
Sella  39 08:09:26       13.470599       0.0106       0.0000       0.0003     -38.2850
Sella  40 08:09:27       13.470782       0.0106       0.0000       0.0002     -38.1430
Sella  41 08:09:28       13.470947       0.0106       0.0000       0.0002     -38.0160
Sella  42 08:09:29       13.471094       0.0106       0.0000       0.0002     -37.9007
Sella  43 08:09:30       13.471226       0.0106       0.0000       0.0002     -37.7991
Sella  44 08:09:30       13.471345       0.0106       0.0000       0.0002     -37.7071
Sella  45 08:09:31       13.471452       0.0106       0.0000       0.0001     -37.6224
Sella  46 08:09:32       13.471548       0.0106       0.0000       0.0001     -37.5503
Sella  47 08:09:33       13.471634       0.0106       0.0000       0.0001     -37.4832
Sella  48 08:09:34       13.471711       0.0106       0.0000       0.0001     -37.4220
Sella  49 08:09:35       13.471781       0.0106       0.0000       0.0001     -37.3665
Sella  50 08:09:36       13.471850       0.0106       0.0000       0.0001     -37.2937
Sella  51 08:09:37       13.471920       0.0106       0.0000       0.0001     -37.2441
Sella  52 08:09:37       13.471989       0.0106       0.0000       0.0001     -37.1913
Sella  53 08:09:38       13.472058       0.0106       0.0000       0.0001     -37.1423
Sella  54 08:09:39       13.472127       0.0106       0.0000       0.0001     -37.0901
Sella  55 08:09:40       13.472196       0.0106       0.0000       0.0001     -37.0375
Sella  56 08:09:41       13.472265       0.0106       0.0000       0.0001     -36.9868
Sella  57 08:09:42       13.472334       0.0106       0.0000       0.0001     -36.9362
Sella  58 08:09:43       13.472403       0.0106       0.0000       0.0001     -36.8831
Sella  59 08:09:44       13.472471       0.0106       0.0000       0.0001     -36.8316
Sella  60 08:09:45       13.472540       0.0106       0.0000       0.0001     -36.7825
Sella  61 08:09:46       13.472608       0.0106       0.0000       0.0001     -36.7284
Sella  62 08:09:46       13.472677       0.0106       0.0000       0.0001     -36.6787
Sella  63 08:09:47       13.472745       0.0106       0.0000       0.0001     -36.6251
Sella  64 08:09:48       13.472813       0.0106       0.0000       0.0001     -36.5727
Sella  65 08:09:49       13.472881       0.0106       0.0000       0.0001     -36.5212
Sella  66 08:09:50       13.472949       0.0106       0.0000       0.0001     -36.4715
Sella  67 08:09:51       13.473017       0.0106       0.0000       0.0001     -36.4186
Sella  68 08:09:52       13.473085       0.0106       0.0000       0.0001     -36.3658
Sella  69 08:09:53       13.473152       0.0106       0.0000       0.0001     -36.3140
Sella  70 08:09:54       13.473220       0.0106       0.0000       0.0001     -36.2632
Sella  71 08:09:54       13.473287       0.0106       0.0000       0.0001     -36.2096
Sella  72 08:09:55       13.473354       0.0106       0.0000       0.0001     -36.1596
Sella  73 08:09:56       13.473422       0.0106       0.0000       0.0001     -36.1068
Sella  74 08:09:57       13.473489       0.0106       0.0000       0.0001     -36.0542
Sella  75 08:09:58       13.473556       0.0106       0.0000       0.0001     -36.0018
Sella  76 08:09:59       13.473623       0.0106       0.0000       0.0001     -35.9503
Sella  77 08:10:00       13.473690       0.0106       0.0000       0.0001     -35.8974
Sella  78 08:10:01       13.473756       0.0106       0.0000       0.0001     -35.8455
Sella  79 08:10:02       13.473823       0.0106       0.0000       0.0001     -35.7937
Sella  80 08:10:02       13.473889       0.0106       0.0000       0.0001     -35.7406
Sella  81 08:10:03       13.473956       0.0106       0.0000       0.0001     -35.6877
Sella  82 08:10:04       13.474022       0.0106       0.0000       0.0001     -35.6375
Sella  83 08:10:05       13.474088       0.0106       0.0000       0.0001     -35.5834
Sella  84 08:10:06       13.474155       0.0106       0.0000       0.0001     -35.5315
Sella  85 08:10:07       13.474221       0.0106       0.0000       0.0001     -35.4786
