     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 07:31:40       78.428334       0.9570       0.3631       1.5000       1.0000
Sella   1 07:31:42       80.330983       4.3684       0.2125       0.7802      -1.3188
Sella   2 07:31:43       79.269974       3.4159       0.1460       0.7802       0.3010
Sella   3 07:31:44       76.848754       1.1825       0.0279       0.7802       1.7525
Sella   4 07:31:45       77.854507       0.6880       0.0088       0.1504      -7.1702
Sella   5 07:31:46       77.960623       0.5177       0.0070       0.1354      -1.2743
Sella   6 07:31:47       78.078056       0.1998       0.0047       0.1219      -2.0037
Sella   7 07:31:48       78.239255       0.2354       0.0023       0.0935     -15.7874
Sella   8 07:31:49       78.206086       0.2026       0.0010       0.0935       9.6291
Sella   9 07:31:49       78.041064       0.1408       0.0023       0.0935       9.4360
Sella  10 07:31:51       78.009790       0.1125       0.0026       0.0935       2.1657
Sella  11 07:31:52       78.089744       0.0734       0.0018       0.0841      -7.9605
Sella  12 07:31:52       78.174023       0.0796       0.0011       0.0757     -12.4417
Sella  13 07:31:53       78.193393       0.0786       0.0009       0.0682      -3.8645
Sella  14 07:31:54       78.193438       0.0752       0.0008       0.0613      -0.0123
Sella  15 07:31:55       78.192768       0.0664       0.0008       0.0613       0.2034
Sella  16 07:31:56       78.190407       0.0566       0.0008       0.0613       0.6551
Sella  17 07:31:57       78.187537       0.0449       0.0009       0.0613       0.8310
Sella  18 07:31:58       78.184433       0.0316       0.0009       0.0613       1.0512
Sella  19 07:31:59       78.181961       0.0255       0.0009       0.0613       1.1473
Sella  20 07:32:00       78.180821       0.0254       0.0009       0.0613       0.9550
Sella  21 07:32:01       78.181112       0.0196       0.0003       0.0613      12.3071
Sella  22 07:32:02       78.181154       0.0198       0.0000       0.0613       0.9974
Sella  23 07:32:02       78.178788       0.0240       0.0005       0.0613       1.7552
Sella  24 07:32:03       78.179794       0.0230       0.0001       0.0613       2.8899
Sella  25 07:32:04       78.177528       0.0244       0.0003       0.0613       1.9297
Sella  26 07:32:05       78.177691       0.0236       0.0002       0.0613       5.3948
Sella  27 07:32:06       78.175668       0.0291       0.0005       0.0613       1.2278
Sella  28 07:32:07       78.174757       0.0363       0.0006       0.0613       0.8072
Sella  29 07:32:08       78.172134       0.0431       0.0007       0.0613       2.8838
Sella  30 07:32:09       78.172431       0.0451       0.0006       0.0552      -0.2480
Sella  31 07:32:10       78.158830       0.0555       0.0005       0.0552      11.5499
Sella  32 07:32:11       78.168959       0.0652       0.0005       0.0497      -3.6958
Sella  33 07:32:12       78.150188       0.0512       0.0004       0.0497       9.7074
Sella  34 07:32:12       78.164236       0.0199       0.0003       0.0447      -8.5025
Sella  35 07:32:13       78.160475       0.0086       0.0003       0.0447      17.1462
Sella  36 07:32:14       78.163196       0.0063       0.0003       0.0386     -26.0436
Sella  37 07:32:15       78.168412       0.0035       0.0000       0.0386       6.2262
Sella  38 07:32:16       78.168343       0.0072       0.0000       0.0386       1.8177
Sella  39 07:32:17       78.168382       0.0015       0.0000       0.0386      13.6923
Sella  40 07:32:18       78.168305       0.0018       0.0000       0.0386       7.3362
Sella  41 07:32:19       78.168392       0.0013       0.0000       0.0386       6.4129
Sella  42 07:32:20       78.168361       0.0016       0.0000       0.0386       3.5717
Sella  43 07:32:20       78.168387       0.0017       0.0000       0.0386       9.7947
Sella  44 07:32:21       78.168380       0.0013       0.0000       0.0386       0.9965
Sella  45 07:32:22       78.168389       0.0008       0.0000       0.0386       1.0443
Sella  46 07:32:23       78.168389       0.0004       0.0000       0.0386      17.1473
Sella  47 07:32:24       78.168389       0.0002       0.0000       0.0386       1.6569
Sella  48 07:32:25       78.168389       0.0001       0.0000       0.0386       6.1638
