     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 06:29:21       82.420175       0.9311       1.1520       1.5000       1.0000
Sella   1 06:29:23       86.685946       6.4301       0.4958       0.9760      -1.7837
Sella   2 06:29:25       82.274450       2.8269       0.1785       0.9760       0.7084
Sella   3 06:29:26       83.241530       1.9058       0.0253       0.9760       3.6687
Sella   4 06:29:27       82.854825       1.6441       0.0203       0.9760       0.8195
Sella   5 06:29:28       82.505329       0.9540       0.0083       0.9760       2.2715
Sella   6 06:29:29       82.170991       0.2542       0.0096       0.9760       2.7914
Sella   7 06:29:31       82.755524       0.1885       0.0009       0.9760      77.3320
Sella   8 06:29:32       82.795772       0.1957       0.0003       0.0332      -9.7325
Sella   9 06:29:33       82.772586       0.1560       0.0003       0.0332       4.2439
Sella  10 06:29:34       82.752106       0.1171       0.0005       0.0332       3.9501
Sella  11 06:29:36       82.748825       0.0987       0.0005       0.0332       0.7199
Sella  12 06:29:37       82.751510       0.0781       0.0004       0.0299      -0.6251
Sella  13 06:29:38       82.759843       0.0846       0.0003       0.0269      -2.6441
Sella  14 06:29:40       82.768626       0.0699       0.0001       0.0242      -3.1913
Sella  15 06:29:41       82.773495       0.0531       0.0001       0.0218      -2.0091
Sella  16 06:29:42       82.774211       0.0512       0.0001       0.0196      -0.3520
Sella  17 06:29:44       82.773581       0.0473       0.0000       0.0196       0.3585
Sella  18 06:29:45       82.772170       0.0420       0.0000       0.0196       0.8103
Sella  19 06:29:46       82.770651       0.0396       0.0000       0.0196       0.9301
Sella  20 06:29:48       82.769179       0.0380       0.0000       0.0226       0.9731
Sella  21 06:29:49       82.767463       0.0355       0.0001       0.0260       1.0121
Sella  22 06:29:50       82.765636       0.0323       0.0001       0.0298       1.0283
Sella  23 06:29:52       82.763684       0.0287       0.0001       0.0298       1.0669
Sella  24 06:29:53       82.762169       0.0251       0.0001       0.0298       1.0828
Sella  25 06:29:54       82.760870       0.0217       0.0001       0.0298       1.1084
Sella  26 06:29:56       82.759833       0.0184       0.0001       0.0298       1.0806
Sella  27 06:29:57       82.759082       0.0201       0.0001       0.0343       0.9864
Sella  28 06:29:58       82.758110       0.0216       0.0002       0.0343       1.0616
Sella  29 06:29:59       82.757860       0.0223       0.0002       0.0343       0.5909
Sella  30 06:30:01       82.757787       0.0226       0.0002       0.0343       0.3189
Sella  31 06:30:02       82.758733       0.0222       0.0000       0.0343       1.1795
Sella  32 06:30:03       82.758277       0.0214       0.0001       0.0343       1.3538
Sella  33 06:30:05       82.757967       0.0204       0.0001       0.0343       2.7562
Sella  34 06:30:06       82.757290       0.0192       0.0001       0.0343       2.1938
Sella  35 06:30:08       82.756754       0.0178       0.0001       0.0343       2.6502
Sella  36 06:30:09       82.756169       0.0164       0.0001       0.0343       2.7538
Sella  37 06:30:10       82.755747       0.0163       0.0002       0.0343       2.9474
Sella  38 06:30:12       82.755548       0.0158       0.0001       0.0343       5.6086
Sella  39 06:30:13       82.755519       0.0147       0.0001       0.0268      -1.3145
Sella  40 06:30:14       82.755789       0.0145       0.0001       0.0268       2.0545
Sella  41 06:30:15       82.755706       0.0140       0.0001       0.0268       7.5280
Sella  42 06:30:17       82.756307       0.0132       0.0001       0.0268       2.9132
Sella  43 06:30:18       82.756459       0.0122       0.0000       0.0268       3.5362
Sella  44 06:30:19       82.756821       0.0110       0.0000       0.0268       3.8793
Sella  45 06:30:21       82.756984       0.0097       0.0000       0.0268       5.5851
Sella  46 06:30:22       82.757158       0.0090       0.0000       0.0268       6.1976
Sella  47 06:30:23       82.757225       0.0081       0.0000       0.0091     -55.2063
Sella  48 06:30:24       82.757274       0.0073       0.0000       0.0080      -7.1131
Sella  49 06:30:26       82.757291       0.0064       0.0000       0.0072      -0.9127
Sella  50 06:30:27       82.757276       0.0059       0.0000       0.0072       0.4681
Sella  51 06:30:29       82.757214       0.0059       0.0000       0.0072       1.1099
Sella  52 06:30:30       82.757126       0.0059       0.0000       0.0072       1.2561
Sella  53 06:30:31       82.757032       0.0059       0.0000       0.0072       1.2279
Sella  54 06:30:33       82.756940       0.0059       0.0000       0.0072       1.1624
Sella  55 06:30:34       82.756855       0.0058       0.0000       0.0072       1.0903
Sella  56 06:30:35       82.756775       0.0057       0.0000       0.0083       1.0238
Sella  57 06:30:36       82.756657       0.0055       0.0000       0.0083       1.1280
Sella  58 06:30:38       82.756579       0.0053       0.0000       0.0083       0.9334
Sella  59 06:30:39       82.756506       0.0049       0.0000       0.0083       0.9234
Sella  60 06:30:40       82.756436       0.0045       0.0000       0.0083       0.9290
Sella  61 06:30:41       82.756369       0.0042       0.0000       0.0083       0.9445
Sella  62 06:30:43       82.756305       0.0038       0.0000       0.0083       0.9644
Sella  63 06:30:44       82.756245       0.0035       0.0000       0.0095       0.9857
Sella  64 06:30:46       82.756143       0.0032       0.0000       0.0095       1.1475
Sella  65 06:30:47       82.756085       0.0028       0.0000       0.0109       1.0262
Sella  66 06:30:48       82.755977       0.0023       0.0000       0.0109       1.2249
Sella  67 06:30:50       82.755929       0.0018       0.0000       0.0109       1.0661
Sella  68 06:30:51       82.755892       0.0013       0.0000       0.0109       1.0854
Sella  69 06:30:52       82.755867       0.0008       0.0000       0.0109       1.1287
Sella  70 06:30:54       82.755855       0.0003       0.0000       0.0109       1.2373
Sella  71 06:30:55       82.756061       0.0001       0.0000       0.0109       1.6323
