     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 07:30:07       82.419231       0.8959       1.3342       1.5000       1.0000
Sella   1 07:30:09       84.648148       5.1815       0.7964       0.7857      -1.4856
Sella   2 07:30:10       90.150940       3.0778       0.4681       0.7857       1.0427
Sella   3 07:30:13      100.939074      57.2913       0.2598       0.7857       3.0148
Sella   4 07:30:14       95.436159      14.0717       0.0472       0.7857       0.5289
Sella   5 07:30:15       90.337895       3.9396       0.0563       0.7857       1.2613
Sella   6 07:30:16       87.379937      11.0993       0.0502       0.7857       3.5264
Sella   7 07:30:18       76.784664       3.3330       0.2425       0.7857       0.5042
Sella   8 07:30:19       80.935761       3.8652       0.2628       0.7071      -1.5344
Sella   9 07:30:20       84.046440       1.8820       0.1052       0.4213      -1.2497
Sella  10 07:30:21       83.267185       1.0579       0.0297       0.4213       4.3407
Sella  11 07:30:23       84.637138       0.9463       0.0018       0.0812     110.6203
Sella  12 07:30:24       84.563668       0.7519       0.0012       0.0812       0.8515
Sella  13 07:30:25       84.445790       0.5864       0.0013       0.0812       1.2756
Sella  14 07:30:26       84.335017       0.4551       0.0014       0.0812       1.4264
Sella  15 07:30:28       84.554618       0.6173       0.0016       0.0731      -3.3653
Sella  16 07:30:29       84.479587       0.5251       0.0016       0.0731       1.9803
Sella  17 07:30:30       84.421819       0.4494       0.0016       0.0731       1.0482
Sella  18 07:30:32       84.373113       0.3839       0.0015       0.0731       0.9120
Sella  19 07:30:33       84.327947       0.3761       0.0014       0.0731       0.8881
Sella  20 07:30:34       84.281849       0.3785       0.0013       0.0731       0.9475
Sella  21 07:30:35       84.235851       0.3756       0.0012       0.0841       0.9777
Sella  22 07:30:37       84.147241       0.3674       0.0016       0.0841       1.6670
Sella  23 07:30:38       84.096056       0.3554       0.0016       0.0967       1.0262
Sella  24 07:30:39       83.995207       0.3378       0.0021       0.0967       1.8133
Sella  25 07:30:40       83.948205       0.3170       0.0020       0.0967       0.9139
Sella  26 07:30:42       83.909908       0.2936       0.0019       0.0967       0.7908
Sella  27 07:30:43       83.879164       0.2684       0.0018       0.0967       0.6729
Sella  28 07:30:44       83.854491       0.2424       0.0016       0.0967       0.5725
Sella  29 07:30:46       83.834009       0.2169       0.0014       0.0967       0.5034
Sella  30 07:30:47       83.816094       0.2067       0.0012       0.0967       0.4656
Sella  31 07:30:48       83.799157       0.2071       0.0010       0.0967       0.4647
Sella  32 07:30:49       83.781986       0.2026       0.0009       0.0967       0.4970
Sella  33 07:30:51       83.763753       0.1937       0.0009       0.0967       0.5566
Sella  34 07:30:52       83.744196       0.1814       0.0008       0.0967       0.6305
Sella  35 07:30:53       83.723453       0.1745       0.0008       0.0967       0.7075
Sella  36 07:30:54       83.701960       0.1713       0.0009       0.0967       0.7773
Sella  37 07:30:56       83.680214       0.1673       0.0009       0.0967       0.8356
Sella  38 07:30:57       83.658693       0.1622       0.0010       0.0967       0.8805
