     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 07:31:41       78.428334       0.9570       0.1526       1.5000       1.0000
Sella   1 07:31:43       79.823545       4.9016       0.1551       0.7180      -1.0265
Sella   2 07:31:44       78.557607       2.0966       0.1359       0.7180       0.3789
Sella   3 07:31:44       76.655847       1.1683       0.0253       0.7180       1.8104
Sella   4 07:31:45       77.343604       0.6348       0.0109       0.1673      -3.3771
Sella   5 07:31:46       78.044071       0.2056       0.0012       0.0541     -75.9026
Sella   6 07:31:47       78.104413       0.1468       0.0007       0.0486      -5.2109
Sella   7 07:31:48       78.113793       0.1233       0.0004       0.0438      -1.1209
Sella   8 07:31:49       78.106170       0.0955       0.0003       0.0438       0.9478
Sella   9 07:31:50       78.103273       0.0961       0.0003       0.0438       0.4111
Sella  10 07:31:51       78.088819       0.0883       0.0003       0.0438       2.1829
Sella  11 07:31:52       78.081696       0.0818       0.0003       0.0438       1.1423
Sella  12 07:31:53       78.076324       0.0760       0.0003       0.0438       0.9591
Sella  13 07:31:53       78.074214       0.0714       0.0003       0.0438       0.4169
Sella  14 07:31:54       78.071830       0.0673       0.0004       0.0438       0.5184
Sella  15 07:31:55       78.069487       0.0631       0.0004       0.0438       0.5588
Sella  16 07:31:56       78.066740       0.0589       0.0004       0.0438       0.7163
Sella  17 07:31:57       78.063980       0.0543       0.0004       0.0438       0.7876
Sella  18 07:31:58       78.061235       0.0496       0.0004       0.0438       0.8569
Sella  19 07:31:59       78.058653       0.0444       0.0004       0.0438       0.8881
Sella  20 07:32:00       78.056260       0.0391       0.0004       0.0438       0.9155
Sella  21 07:32:00       78.054108       0.0333       0.0004       0.0438       0.9333
Sella  22 07:32:01       78.052222       0.0273       0.0004       0.0438       0.9472
Sella  23 07:32:02       78.050632       0.0220       0.0004       0.0438       0.9632
Sella  24 07:32:03       78.049369       0.0178       0.0004       0.0504       0.9720
Sella  25 07:32:04       78.048155       0.0137       0.0006       0.0504       1.0724
Sella  26 07:32:05       78.047675       0.0143       0.0006       0.0579       0.9741
Sella  27 07:32:06       78.048378       0.0132       0.0000       0.0579       1.8516
Sella  28 07:32:07       78.046867       0.0217       0.0005       0.0579       1.4016
Sella  29 07:32:08       78.048049       0.0164       0.0001       0.0579       1.6828
Sella  30 07:32:08       78.046189       0.0297       0.0008       0.0579       2.4192
Sella  31 07:32:09       78.047404       0.0171       0.0000       0.0579      11.1925
Sella  32 07:32:10       78.045874       0.0180       0.0006       0.0579       1.0818
Sella  33 07:32:11       78.046687       0.0250       0.0001       0.0579       1.4392
Sella  34 07:32:12       78.041079       0.0207       0.0006       0.0579       1.4192
Sella  35 07:32:13       78.040710       0.0215       0.0006       0.0579       0.2193
Sella  36 07:32:14       78.036249       0.0193       0.0006       0.0579       2.3769
Sella  37 07:32:15       78.036192       0.0219       0.0006       0.0579       0.0319
Sella  38 07:32:15       78.030390       0.0206       0.0006       0.0579       3.2304
Sella  39 07:32:16       78.031921       0.0203       0.0006       0.0521      -0.9437
Sella  40 07:32:17       78.026905       0.0214       0.0005       0.0521       5.2553
Sella  41 07:32:18       78.030605       0.0243       0.0005       0.0469      -3.1057
Sella  42 07:32:19       78.025175       0.0322       0.0004       0.0469       7.3178
Sella  43 07:32:20       78.030406       0.0424       0.0004       0.0422      -5.1009
Sella  44 07:32:21       78.024318       0.0478       0.0003       0.0422       6.2782
Sella  45 07:32:22       78.030169       0.0305       0.0003       0.0380      -7.3028
Sella  46 07:32:23       78.028938       0.0153       0.0002       0.0380       5.8376
Sella  47 07:32:24       78.032334       0.0050       0.0000       0.0380       3.7393
Sella  48 07:32:24       78.032457       0.0031       0.0000       0.0380       1.8805
Sella  49 07:32:25       78.032361       0.0024       0.0000       0.0380       3.5603
Sella  50 07:32:26       78.032480       0.0019       0.0000       0.0380       2.7323
Sella  51 07:32:27       78.032442       0.0010       0.0000       0.0380      11.1429
Sella  52 07:32:28       78.032487       0.0007       0.0000       0.0380      16.6042
Sella  53 07:32:29       78.032474       0.0004       0.0000       0.0380       9.2136
Sella  54 07:32:30       78.032483       0.0004       0.0000       0.0025      -1.6428
Sella  55 07:32:31       78.032485       0.0004       0.0000       0.0025       0.5680
Sella  56 07:32:32       78.032486       0.0002       0.0000       0.0025       3.3562
Sella  57 07:32:32       78.032488       0.0001       0.0000       0.0025       2.5368
Sella  58 07:32:33       78.032489       0.0001       0.0000       0.0025       3.0911
