     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 07:30:07       82.419231       0.8959       0.5498       1.5000       1.0000
Sella   1 07:30:09       86.020284       7.5723       0.3082       0.9395      -1.5372
Sella   2 07:30:10       84.669503       5.3171       0.0877       0.9395       0.2723
Sella   3 07:30:11       81.739237       1.4706       0.0396       0.9395       1.3746
Sella   4 07:30:12       82.928394       1.1668       0.0089       0.1543      -8.0254
Sella   5 07:30:13       82.645592       0.6986       0.0071       0.1543       1.3447
Sella   6 07:30:13       82.551726       0.3674       0.0067       0.1543       0.8297
Sella   7 07:30:14       82.655866       0.1963       0.0033       0.0996      -5.0003
Sella   8 07:30:15       82.789036       0.1899       0.0003       0.0307   -3257.9416
Sella   9 07:30:16       82.774345       0.1754       0.0003       0.0307       2.4755
Sella  10 07:30:17       82.755710       0.1412       0.0005       0.0307       3.4047
Sella  11 07:30:18       82.749025       0.1135       0.0005       0.0307       1.3795
Sella  12 07:30:19       82.749522       0.0887       0.0004       0.0276      -0.1114
Sella  13 07:30:20       82.757474       0.0716       0.0003       0.0248      -2.3950
Sella  14 07:30:20       82.763949       0.0717       0.0002       0.0224      -2.5145
Sella  15 07:30:21       82.773554       0.0588       0.0001       0.0201      -3.8452
Sella  16 07:30:22       82.773861       0.0506       0.0001       0.0181      -0.1523
Sella  17 07:30:23       82.773361       0.0470       0.0000       0.0181       0.2927
Sella  18 07:30:24       82.772184       0.0436       0.0000       0.0181       0.7023
Sella  19 07:30:25       82.770934       0.0412       0.0000       0.0181       0.7857
Sella  20 07:30:26       82.769645       0.0399       0.0000       0.0181       0.8582
Sella  21 07:30:27       82.768364       0.0383       0.0000       0.0181       0.9094
Sella  22 07:30:28       82.767125       0.0363       0.0000       0.0181       0.9422
Sella  23 07:30:29       82.765947       0.0340       0.0000       0.0181       0.9633
Sella  24 07:30:29       82.764842       0.0315       0.0000       0.0208       0.9769
Sella  25 07:30:30       82.763517       0.0286       0.0001       0.0239       1.0321
Sella  26 07:30:31       82.762108       0.0259       0.0001       0.0239       1.0427
Sella  27 07:30:32       82.761042       0.0233       0.0001       0.0275       0.9876
Sella  28 07:30:33       82.759744       0.0203       0.0001       0.0275       1.0493
Sella  29 07:30:34       82.758885       0.0173       0.0001       0.0317       0.9671
Sella  30 07:30:35       82.757800       0.0186       0.0001       0.0364       1.0318
Sella  31 07:30:36       82.756771       0.0194       0.0002       0.0419       1.0313
Sella  32 07:30:37       82.755869       0.0200       0.0003       0.0482       1.0109
Sella  33 07:30:38       82.756489       0.0201       0.0002       0.0482       1.3007
Sella  34 07:30:38       82.757592       0.0199       0.0000       0.0482       1.0760
Sella  35 07:30:39       82.755658       0.0191       0.0002       0.0482       1.2161
Sella  36 07:30:40       82.757065       0.0187       0.0000       0.0482       1.1578
Sella  37 07:30:41       82.753983       0.0173       0.0002       0.0482       1.9759
Sella  38 07:30:42       82.756254       0.0164       0.0001       0.0482       2.1047
Sella  39 07:30:43       82.753932       0.0157       0.0002       0.0482       3.2078
Sella  40 07:30:44       82.755198       0.0151       0.0001       0.0482       4.4474
Sella  41 07:30:45       82.754687       0.0141       0.0001       0.0226      -4.8767
Sella  42 07:30:45       82.755367       0.0148       0.0001       0.0226       9.1814
Sella  43 07:30:46       82.754886       0.0134       0.0001       0.0226      11.9019
Sella  44 07:30:47       82.755082       0.0134       0.0001       0.0204      -4.7094
Sella  45 07:30:48       82.755464       0.0119       0.0000       0.0204       2.2935
Sella  46 07:30:49       82.755880       0.0111       0.0000       0.0204       6.5508
Sella  47 07:30:49       82.755947       0.0095       0.0000       0.0204       3.1423
Sella  48 07:30:50       82.756109       0.0089       0.0000       0.0204      10.2274
Sella  49 07:30:51       82.756133       0.0080       0.0000       0.0087      -6.7027
Sella  50 07:30:52       82.756174       0.0072       0.0000       0.0078      -3.4214
Sella  51 07:30:53       82.756173       0.0062       0.0000       0.0078       0.0209
Sella  52 07:30:54       82.756138       0.0055       0.0000       0.0078       0.8308
Sella  53 07:30:55       82.756069       0.0054       0.0000       0.0078       1.1684
Sella  54 07:30:56       82.755977       0.0056       0.0000       0.0078       1.2780
Sella  55 07:30:57       82.755884       0.0055       0.0000       0.0078       1.2220
Sella  56 07:30:58       82.755791       0.0054       0.0000       0.0078       1.1908
Sella  57 07:30:59       82.755704       0.0053       0.0000       0.0078       1.1198
Sella  58 07:30:59       82.755623       0.0051       0.0000       0.0078       1.0710
Sella  59 07:31:00       82.755549       0.0048       0.0000       0.0090       1.0106
Sella  60 07:31:01       82.755432       0.0045       0.0000       0.0090       1.1718
Sella  61 07:31:02       82.755365       0.0040       0.0000       0.0090       0.9268
Sella  62 07:31:03       82.755306       0.0036       0.0000       0.0090       0.9028
Sella  63 07:31:04       82.755251       0.0031       0.0000       0.0090       0.9132
Sella  64 07:31:05       82.755203       0.0027       0.0000       0.0090       0.9132
Sella  65 07:31:06       82.755160       0.0023       0.0000       0.0090       0.9366
Sella  66 07:31:07       82.755124       0.0019       0.0000       0.0090       0.9562
Sella  67 07:31:07       82.755093       0.0015       0.0000       0.0104       0.9869
Sella  68 07:31:08       82.755020       0.0011       0.0000       0.0104       1.3109
Sella  69 07:31:09       82.755003       0.0007       0.0000       0.0104       1.0939
Sella  70 07:31:10       82.755055       0.0004       0.0000       0.0104       1.6252
Sella  71 07:31:11       82.755194       0.0003       0.0000       0.0104       1.5953
Sella  72 07:31:12       82.755192       0.0003       0.0000       0.0104       1.0999
Sella  73 07:31:13       82.755193       0.0002       0.0000       0.0104       1.0376
Sella  74 07:31:14       82.755194       0.0001       0.0000       0.0104       1.2302
Sella  75 07:31:15       82.755193       0.0001       0.0000       0.0104       2.5809
