     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 05:14:24       18.164762       1.3704       0.9681       1.7000       1.0000
Sella   1 05:14:26       26.150653       2.4516       0.9276       1.3957      -4.9336
Sella   2 05:14:27       25.358397       3.0643       0.1633       1.3957       0.5622
Sella   3 05:14:28       23.032751       7.3349       0.0466       1.3957       1.4613
Sella   4 05:14:29       21.771634       2.4644       0.3648       1.3957       0.0439
Sella   5 05:14:30       18.070059       1.4408       0.1566       1.3957       1.8598
Sella   6 05:14:31       17.955698       1.7917       0.2569       1.3957       0.1031
Sella   7 05:14:31       18.073542       1.1206       0.1487       0.5257      -0.0973
Sella   8 05:14:32       17.140040       0.5195       0.0338       0.5257       1.0178
Sella   9 05:14:33       17.112239       0.3759       0.0054       0.5257       0.1907
Sella  10 05:14:34       17.134103       0.1664       0.0014       0.0597      -0.5197
Sella  11 05:14:35       17.262934       0.1191       0.0011       0.0538     -11.5205
Sella  12 05:14:36       17.402456       0.0957       0.0008       0.0484     -17.4307
Sella  13 05:14:37       17.548017       0.0667       0.0009       0.0436     -27.1996
Sella  14 05:14:38       17.687193       0.0531       0.0008       0.0392     -46.4420
Sella  15 05:14:39       17.787992       0.0526       0.0007       0.0353     -58.0683
Sella  16 05:14:40       17.815850       0.0451       0.0004       0.0318     -25.9024
Sella  17 05:14:41       17.824246       0.0459       0.0003       0.0286      -6.0434
Sella  18 05:14:42       17.817429       0.0439       0.0003       0.0286       7.8579
Sella  19 05:14:43       17.787624       0.0399       0.0004       0.0286      42.3268
Sella  20 05:14:44       17.741493       0.0326       0.0004       0.0286      63.6849
Sella  21 05:14:45       17.679835       0.0274       0.0005       0.0286      93.4069
Sella  22 05:14:45       17.610283       0.0196       0.0005       0.0257     148.3345
Sella  23 05:14:46       17.546589       0.0102       0.0003       0.0200     387.4156
Sella  24 05:14:47       17.533715       0.0072       0.0000       0.0026     464.0287
Sella  25 05:14:48       17.527442       0.0049       0.0000       0.0023     223.3563
Sella  26 05:14:49       17.521548       0.0042       0.0000       0.0021     316.5005
Sella  27 05:14:50       17.517373       0.0039       0.0000       0.0019     309.4615
Sella  28 05:14:51       17.514887       0.0037       0.0000       0.0017     237.9018
Sella  29 05:14:52       17.513868       0.0035       0.0000       0.0015     119.2925
Sella  30 05:14:53       17.514415       0.0035       0.0000       0.0014     -69.8731
Sella  31 05:14:54       17.516499       0.0034       0.0000       0.0012    -257.2833
Sella  32 05:14:55       17.518474       0.0032       0.0000       0.0011    -280.3295
Sella  33 05:14:56       17.520206       0.0031       0.0000       0.0010    -276.6677
Sella  34 05:14:56       17.521702       0.0030       0.0000       0.0009    -268.7244
Sella  35 05:14:57       17.523019       0.0029       0.0000       0.0008    -262.9216
Sella  36 05:14:58       17.524186       0.0029       0.0000       0.0007    -257.6840
Sella  37 05:15:00       17.525224       0.0029       0.0000       0.0007    -252.8866
Sella  38 05:15:01       17.526147       0.0029       0.0000       0.0006    -248.2363
Sella  39 05:15:02       17.526966       0.0030       0.0000       0.0005    -243.5125
Sella  40 05:15:03       17.527692       0.0030       0.0000       0.0005    -239.0478
Sella  41 05:15:03       17.528336       0.0030       0.0000       0.0004    -234.5596
Sella  42 05:15:04       17.528907       0.0030       0.0000       0.0004    -230.4315
Sella  43 05:15:05       17.529413       0.0031       0.0000       0.0003    -226.5633
Sella  44 05:15:06       17.529863       0.0031       0.0000       0.0003    -223.0770
Sella  45 05:15:07       17.530263       0.0031       0.0000       0.0003    -219.9901
Sella  46 05:15:08       17.530619       0.0031       0.0000       0.0003    -217.3435
Sella  47 05:15:09       17.530937       0.0031       0.0000       0.0002    -215.0528
Sella  48 05:15:10       17.531221       0.0031       0.0000       0.0002    -213.0813
Sella  49 05:15:11       17.531475       0.0031       0.0000       0.0002    -211.3585
Sella  50 05:15:12       17.531702       0.0031       0.0000       0.0002    -209.8913
Sella  51 05:15:13       17.531906       0.0031       0.0000       0.0002    -208.5761
Sella  52 05:15:14       17.532088       0.0031       0.0000       0.0001    -207.4380
Sella  53 05:15:15       17.532251       0.0031       0.0000       0.0001    -206.3865
Sella  54 05:15:16       17.532398       0.0031       0.0000       0.0001    -205.5133
Sella  55 05:15:16       17.532529       0.0031       0.0000       0.0001    -204.6857
Sella  56 05:15:17       17.532649       0.0032       0.0000       0.0001    -203.8709
Sella  57 05:15:18       17.532768       0.0032       0.0000       0.0001    -202.7931
Sella  58 05:15:19       17.532887       0.0032       0.0000       0.0001    -202.1655
Sella  59 05:15:20       17.533006       0.0032       0.0000       0.0001    -201.5089
Sella  60 05:15:21       17.533124       0.0032       0.0000       0.0001    -200.9137
Sella  61 05:15:22       17.533242       0.0032       0.0000       0.0001    -200.2674
Sella  62 05:15:23       17.533360       0.0032       0.0000       0.0001    -199.5425
Sella  63 05:15:24       17.533477       0.0032       0.0000       0.0001    -198.9656
Sella  64 05:15:25       17.533594       0.0032       0.0000       0.0001    -198.4369
Sella  65 05:15:26       17.533711       0.0032       0.0000       0.0001    -197.7491
Sella  66 05:15:27       17.533828       0.0032       0.0000       0.0001    -197.1307
Sella  67 05:15:27       17.533944       0.0032       0.0000       0.0001    -196.5226
