     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 05:14:24       18.164762       1.3704       0.4276       1.7000       1.0000
Sella   1 05:14:27       23.391458       8.8997       0.3594       0.9309      -2.2217
Sella   2 05:14:28       18.000455       1.4697       0.1096       0.9309       1.0765
Sella   3 05:14:30       17.933071       1.0624       0.0203       0.9309       0.1947
Sella   4 05:14:31       17.595816       0.8539       0.0034       0.9309       2.0103
Sella   5 05:14:32       17.066591       0.4228       0.0057       0.9309       5.4326
Sella   6 05:14:33       16.707160       0.2777       0.0026       0.9309       7.4799
Sella   7 05:14:35       16.360528       0.1259       0.0035       0.9309      12.6561
Sella   8 05:14:36       16.256791       0.0944       0.0004       0.9309      12.9225
Sella   9 05:14:37       16.247600       0.0666       0.0001       0.9309       5.0327
Sella  10 05:14:39       16.278822       0.0628       0.0001       0.0160     -34.9207
Sella  11 05:14:40       16.328036       0.0618       0.0001       0.0144     -46.7626
Sella  12 05:14:41       16.376062       0.0588       0.0001       0.0130     -43.9037
Sella  13 05:14:43       16.417789       0.0570       0.0001       0.0117     -45.2645
Sella  14 05:14:44       16.453731       0.0555       0.0001       0.0105     -44.2429
Sella  15 05:14:45       16.485100       0.0541       0.0001       0.0095     -43.4728
Sella  16 05:14:47       16.512997       0.0525       0.0000       0.0085     -44.1280
Sella  17 05:14:48       16.538037       0.0510       0.0000       0.0077     -45.2257
Sella  18 05:14:49       16.560512       0.0496       0.0000       0.0069     -46.0822
Sella  19 05:14:51       16.580578       0.0484       0.0000       0.0062     -46.6089
Sella  20 05:14:52       16.598394       0.0474       0.0000       0.0056     -46.8812
Sella  21 05:14:53       16.614166       0.0464       0.0000       0.0050     -46.9932
Sella  22 05:14:55       16.628122       0.0455       0.0000       0.0045     -47.0252
Sella  23 05:14:56       16.640481       0.0448       0.0000       0.0041     -47.0246
Sella  24 05:14:57       16.651438       0.0441       0.0000       0.0037     -47.0127
Sella  25 05:14:58       16.661165       0.0434       0.0000       0.0033     -46.9957
Sella  26 05:15:00       16.669810       0.0429       0.0000       0.0030     -46.9783
Sella  27 05:15:01       16.677502       0.0423       0.0000       0.0027     -46.9608
Sella  28 05:15:03       16.684353       0.0419       0.0000       0.0024     -46.9446
Sella  29 05:15:04       16.690462       0.0415       0.0000       0.0022     -46.9286
Sella  30 05:15:05       16.695912       0.0411       0.0000       0.0019     -46.9134
Sella  31 05:15:06       16.700779       0.0408       0.0000       0.0018     -46.8986
Sella  32 05:15:08       16.705128       0.0405       0.0000       0.0016     -46.8834
