     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 07:28:33       11.163974       1.0682       0.0186       1.7000       1.0000
Sella   1 07:28:35       12.779024       5.1389       0.1927       0.7453      -0.8810
Sella   2 07:28:36        9.999270       0.3516       0.0954       0.7453       0.7027
Sella   3 07:28:37       10.336008       0.2689       0.0021       0.1062     -22.0208
Sella   4 07:28:38       10.319130       0.1518       0.0006       0.1062       1.7067
Sella   5 07:28:39       10.317488       0.0889       0.0006       0.1062       0.5584
Sella   6 07:28:39       10.324436       0.0545       0.0033       0.0754      -0.8999
Sella   7 07:28:40       10.342868       0.0404       0.0001       0.0165     -24.7938
Sella   8 07:28:41       10.369667       0.0369       0.0000       0.0148     -30.4316
Sella   9 07:28:42       10.394115       0.0331       0.0000       0.0133     -28.6520
Sella  10 07:28:43       10.416408       0.0327       0.0000       0.0120     -33.0002
Sella  11 07:28:44       10.437224       0.0318       0.0000       0.0108     -38.2289
Sella  12 07:28:45       10.456891       0.0307       0.0000       0.0097     -42.1812
Sella  13 07:28:46       10.474735       0.0295       0.0000       0.0088     -44.0067
Sella  14 07:28:47       10.490925       0.0284       0.0000       0.0079     -46.4317
Sella  15 07:28:48       10.505449       0.0274       0.0000       0.0071     -48.6694
Sella  16 07:28:49       10.518774       0.0265       0.0000       0.0064     -51.9202
Sella  17 07:28:50       10.530967       0.0257       0.0000       0.0057     -54.9872
Sella  18 07:28:51       10.542252       0.0250       0.0000       0.0052     -58.6307
Sella  19 07:28:52       10.552617       0.0243       0.0000       0.0047     -61.8579
Sella  20 07:28:53       10.562156       0.0237       0.0000       0.0042     -65.1816
Sella  21 07:28:53       10.570866       0.0231       0.0000       0.0038     -68.0051
Sella  22 07:28:54       10.578813       0.0226       0.0000       0.0034     -70.7155
Sella  23 07:28:55       10.586030       0.0221       0.0000       0.0031     -73.0409
Sella  24 07:28:56       10.592577       0.0217       0.0000       0.0027     -75.2078
Sella  25 07:28:57       10.598501       0.0213       0.0000       0.0025     -77.1273
Sella  26 07:28:58       10.603859       0.0209       0.0000       0.0022     -78.8954
Sella  27 07:28:59       10.608700       0.0206       0.0000       0.0020     -80.4903
Sella  28 07:29:00       10.613069       0.0203       0.0000       0.0018     -81.9392
Sella  29 07:29:01       10.617010       0.0201       0.0000       0.0016     -83.2491
Sella  30 07:29:02       10.620565       0.0199       0.0000       0.0015     -84.4593
Sella  31 07:29:03       10.623771       0.0196       0.0000       0.0013     -85.5540
