     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 07:28:33       11.163974       1.0682       0.1244       1.7000       1.0000
Sella   1 07:28:35       12.341245       4.7180       0.1775       0.7534      -0.6368
Sella   2 07:28:36        9.923005       0.5214       0.0869       0.7534       0.6865
Sella   3 07:28:37       10.262536       0.2421       0.0020       0.7534       7.0518
Sella   4 07:28:38       10.282131       0.1533       0.0007       0.0448      -2.9651
Sella   5 07:28:39       10.314269       0.0770       0.0006       0.0403      -5.3389
Sella   6 07:28:40       10.373200       0.0590       0.0008       0.0363     -23.1284
Sella   7 07:28:41       10.452182       0.0470       0.0008       0.0327     -46.5239
Sella   8 07:28:42       10.521287       0.0345       0.0005       0.0255     -91.7150
Sella   9 07:28:43       10.588506       0.0336       0.0003       0.0229    -100.3238
Sella  10 07:28:43       10.640570       0.0243       0.0001       0.0206     -52.9757
Sella  11 07:28:44       10.692130       0.0152       0.0001       0.0186     -83.2215
Sella  12 07:28:45       10.742376       0.0145       0.0001       0.0167    -190.1008
Sella  13 07:28:46       10.791222       0.0115       0.0001       0.0150    -300.8299
Sella  14 07:28:47       10.832594       0.0094       0.0001       0.0135    -347.5690
Sella  15 07:28:48       10.865267       0.0071       0.0001       0.0122    -419.6155
Sella  16 07:28:49       10.880178       0.0075       0.0000       0.0080    -339.9935
Sella  17 07:28:50       10.880622       0.0083       0.0000       0.0060     -12.5178
Sella  18 07:28:51       10.870946       0.0076       0.0000       0.0054     449.3739
Sella  19 07:28:52       10.865470       0.0050       0.0000       0.0049     321.5971
Sella  20 07:28:53       10.867395       0.0025       0.0000       0.0034    -152.8241
Sella  21 07:28:54       10.872402       0.0026       0.0000       0.0018   -2664.4243
Sella  22 07:28:55       10.875749       0.0023       0.0000       0.0016    -764.8576
Sella  23 07:28:56       10.877390       0.0023       0.0000       0.0014    -346.0768
Sella  24 07:28:57       10.878847       0.0024       0.0000       0.0013    -283.6988
Sella  25 07:28:58       10.880195       0.0023       0.0000       0.0012    -265.1560
Sella  26 07:28:59       10.881354       0.0021       0.0000       0.0010    -257.6054
Sella  27 07:29:00       10.882324       0.0020       0.0000       0.0009    -248.6407
Sella  28 07:29:01       10.883121       0.0020       0.0000       0.0008    -232.2933
Sella  29 07:29:02       10.883772       0.0020       0.0000       0.0008    -213.1816
Sella  30 07:29:02       10.884303       0.0020       0.0000       0.0007    -194.4813
Sella  31 07:29:03       10.884742       0.0020       0.0000       0.0006    -178.9321
Sella  32 07:29:04       10.885108       0.0020       0.0000       0.0006    -165.8218
Sella  33 07:29:06       10.885415       0.0020       0.0000       0.0005    -155.2355
Sella  34 07:29:07       10.885678       0.0019       0.0000       0.0005    -147.2757
Sella  35 07:29:07       10.885903       0.0019       0.0000       0.0004    -140.8182
Sella  36 07:29:08       10.886100       0.0019       0.0000       0.0004    -136.3280
Sella  37 07:29:09       10.886271       0.0019       0.0000       0.0003    -132.4902
Sella  38 07:29:10       10.886423       0.0019       0.0000       0.0003    -129.8383
Sella  39 07:29:11       10.886557       0.0019       0.0000       0.0003    -128.0164
Sella  40 07:29:12       10.886676       0.0019       0.0000       0.0002    -126.6084
Sella  41 07:29:13       10.886783       0.0019       0.0000       0.0002    -125.4723
Sella  42 07:29:14       10.886878       0.0019       0.0000       0.0002    -124.6174
Sella  43 07:29:15       10.886963       0.0019       0.0000       0.0002    -123.6613
Sella  44 07:29:16       10.887039       0.0019       0.0000       0.0002    -122.9641
Sella  45 07:29:17       10.887107       0.0019       0.0000       0.0001    -122.3268
Sella  46 07:29:18       10.887168       0.0019       0.0000       0.0001    -121.7480
Sella  47 07:29:19       10.887222       0.0019       0.0000       0.0001    -121.2148
Sella  48 07:29:20       10.887271       0.0019       0.0000       0.0001    -120.7979
Sella  49 07:29:21       10.887315       0.0019       0.0000       0.0001    -120.3945
Sella  50 07:29:22       10.887357       0.0019       0.0000       0.0001    -119.4053
Sella  51 07:29:23       10.887400       0.0019       0.0000       0.0001    -118.8485
Sella  52 07:29:23       10.887442       0.0019       0.0000       0.0001    -118.5605
Sella  53 07:29:24       10.887484       0.0019       0.0000       0.0001    -118.2590
Sella  54 07:29:25       10.887526       0.0019       0.0000       0.0001    -117.9155
Sella  55 07:29:26       10.887567       0.0019       0.0000       0.0001    -117.5921
Sella  56 07:29:27       10.887609       0.0019       0.0000       0.0001    -117.2170
Sella  57 07:29:28       10.887650       0.0019       0.0000       0.0001    -116.7223
Sella  58 07:29:29       10.887691       0.0019       0.0000       0.0001    -116.6375
Sella  59 07:29:30       10.887732       0.0019       0.0000       0.0001    -116.1704
Sella  60 07:29:31       10.887773       0.0019       0.0000       0.0001    -116.0575
Sella  61 07:29:32       10.887814       0.0019       0.0000       0.0001    -115.7136
Sella  62 07:29:33       10.887854       0.0019       0.0000       0.0001    -115.2805
Sella  63 07:29:34       10.887895       0.0019       0.0000       0.0001    -115.0455
Sella  64 07:29:35       10.887935       0.0019       0.0000       0.0001    -114.7345
Sella  65 07:29:36       10.887975       0.0018       0.0000       0.0001    -114.5092
Sella  66 07:29:37       10.888016       0.0018       0.0000       0.0001    -114.2111
Sella  67 07:29:38       10.888055       0.0018       0.0000       0.0001    -113.9096
Sella  68 07:29:39       10.888095       0.0018       0.0000       0.0001    -113.5562
Sella  69 07:29:40       10.888135       0.0018       0.0000       0.0001    -113.3054
Sella  70 07:29:41       10.888174       0.0018       0.0000       0.0001    -113.0399
Sella  71 07:29:42       10.888214       0.0018       0.0000       0.0001    -112.8186
Sella  72 07:29:43       10.888253       0.0018       0.0000       0.0001    -112.4053
Sella  73 07:29:44       10.888292       0.0018       0.0000       0.0001    -112.1651
Sella  74 07:29:45       10.888331       0.0018       0.0000       0.0001    -111.9346
Sella  75 07:29:46       10.888370       0.0018       0.0000       0.0001    -111.7789
Sella  76 07:29:46       10.888409       0.0018       0.0000       0.0001    -111.4695
Sella  77 07:29:47       10.888448       0.0018       0.0000       0.0001    -111.2223
Sella  78 07:29:48       10.888486       0.0018       0.0000       0.0001    -110.9425
Sella  79 07:29:49       10.888525       0.0018       0.0000       0.0001    -111.3349
Sella  80 07:29:50       10.888563       0.0018       0.0000       0.0001    -110.7802
Sella  81 07:29:51       10.888601       0.0018       0.0000       0.0001    -109.9498
Sella  82 07:29:52       10.888639       0.0018       0.0000       0.0001    -109.8596
Sella  83 07:29:53       10.888677       0.0018       0.0000       0.0001    -109.6592
Sella  84 07:29:54       10.888715       0.0018       0.0000       0.0001    -109.2352
Sella  85 07:29:55       10.888753       0.0018       0.0000       0.0001    -109.4804
Sella  86 07:29:56       10.888791       0.0018       0.0000       0.0001    -109.0194
Sella  87 07:29:57       10.888828       0.0018       0.0000       0.0001    -108.8138
Sella  88 07:29:58       10.888866       0.0018       0.0000       0.0001    -108.5634
Sella  89 07:29:59       10.888903       0.0018       0.0000       0.0001    -108.1045
Sella  90 07:30:00       10.888940       0.0018       0.0000       0.0001    -108.1573
Sella  91 07:30:01       10.888977       0.0018       0.0000       0.0001    -107.9900
Sella  92 07:30:02       10.889014       0.0018       0.0000       0.0001    -107.3589
Sella  93 07:30:03       10.889051       0.0018       0.0000       0.0001    -106.7999
Sella  94 07:30:04       10.889087       0.0018       0.0000       0.0001    -106.5953
Sella  95 07:30:04       10.889124       0.0018       0.0000       0.0001    -106.6848
Sella  96 07:30:05       10.889160       0.0018       0.0000       0.0001    -106.4727
Sella  97 07:30:06       10.889196       0.0018       0.0000       0.0001    -106.1849
Sella  98 07:30:07       10.889233       0.0018       0.0000       0.0001    -105.9308
Sella  99 07:30:08       10.889269       0.0018       0.0000       0.0001    -105.6709
Sella 100 07:30:09       10.889305       0.0018       0.0000       0.0001    -105.3830
