     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 04:33:09        9.404852       1.3327       0.2128       1.6000       1.0000
Sella   1 04:33:12       13.288847       4.9756       0.2970       0.9101      -1.4266
Sella   2 04:33:13       12.124326       2.1588       0.1836       0.9101       0.5563
Sella   3 04:33:15       13.673092       2.2997       0.0060       0.9101       3.9936
Sella   4 04:33:17       14.040462       1.0893       0.0050       0.1927     -57.6518
Sella   5 04:33:18       14.153323       0.5258       0.0051       0.1734      -0.5853
Sella   6 04:33:20       14.256264       0.4322       0.0051       0.1550      -1.9305
Sella   7 04:33:22       14.181847       0.3282       0.0019       0.1550       3.4410
Sella   8 04:33:23       13.993310       0.1329       0.0037       0.1550       6.1242
Sella   9 04:33:25       13.988738       0.1062       0.0001       0.0161      -2.5102
Sella  10 04:33:26       13.978762       0.0570       0.0001       0.0161       6.1930
Sella  11 04:33:27       13.976150       0.0381       0.0001       0.0161       2.2171
Sella  12 04:33:29       13.975920       0.0405       0.0001       0.0161       0.2675
Sella  13 04:33:30       13.979534       0.0440       0.0000       0.0145      -3.8611
Sella  14 04:33:32       13.985391       0.0420       0.0000       0.0130      -4.5366
Sella  15 04:33:33       13.989909       0.0395       0.0000       0.0117      -4.1621
Sella  16 04:33:34       13.992846       0.0375       0.0000       0.0106      -3.0381
Sella  17 04:33:36       13.994419       0.0360       0.0000       0.0095      -1.7973
Sella  18 04:33:38       13.995082       0.0350       0.0000       0.0086      -0.8332
Sella  19 04:33:40       13.995174       0.0344       0.0000       0.0077      -0.1272
Sella  20 04:33:41       13.994933       0.0340       0.0000       0.0077       0.3664
Sella  21 04:33:43       13.994453       0.0339       0.0000       0.0077       0.7127
Sella  22 04:33:45       13.993801       0.0344       0.0000       0.0077       0.9571
Sella  23 04:33:46       13.993012       0.0348       0.0000       0.0077       1.1472
Sella  24 04:33:49       13.992104       0.0353       0.0000       0.0077       1.3041
Sella  25 04:33:51       13.991094       0.0358       0.0000       0.0077       1.4368
Sella  26 04:33:52       13.989992       0.0362       0.0000       0.0077       1.5506
Sella  27 04:33:54       13.988807       0.0367       0.0000       0.0077       1.6483
Sella  28 04:33:56       13.987549       0.0371       0.0000       0.0077       1.7319
Sella  29 04:33:58       13.986224       0.0376       0.0000       0.0077       1.8031
Sella  30 04:33:59       13.984839       0.0381       0.0000       0.0077       1.8634
Sella  31 04:34:01       13.983402       0.0385       0.0000       0.0077       1.9143
