     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 04:57:02       12.422258       1.1903       0.2399       1.7000       1.0000
Sella   1 04:57:04       14.069212       5.0448       0.1669       0.7900      -0.8173
Sella   2 04:57:06       11.437417       1.0448       0.0847       0.7900       0.8263
Sella   3 04:57:07       11.826442       1.0075       0.0177       0.2328      -1.7070
Sella   4 04:57:08       11.373056       0.3323       0.0091       0.2328       3.3974
Sella   5 04:57:10       11.188261       0.2242       0.0013       0.2328       5.0792
Sella   6 04:57:11       10.816960       0.1441       0.0043       0.2328      12.2021
Sella   7 04:57:13       10.719269       0.1185       0.0003       0.2328      13.1400
Sella   8 04:57:14       10.637099       0.0820       0.0005       0.2328      17.7947
Sella   9 04:57:15       10.628773       0.0850       0.0003       0.2328       3.7945
Sella  10 04:57:17       10.655727       0.0863       0.0010       0.0815      -8.5186
Sella  11 04:57:19       10.695196       0.0898       0.0007       0.0733     -10.7064
Sella  12 04:57:20       10.737732       0.0733       0.0005       0.0660     -12.8827
Sella  13 04:57:21       10.778392       0.0805       0.0004       0.0594     -15.9587
Sella  14 04:57:23       10.817887       0.0720       0.0004       0.0535     -21.2954
Sella  15 04:57:24       10.854898       0.0599       0.0003       0.0409     -28.9942
Sella  16 04:57:25       10.887303       0.0586       0.0003       0.0281     -34.4681
Sella  17 04:57:27       10.912373       0.0547       0.0004       0.0253     -31.3082
Sella  18 04:57:28       10.916295       0.0386       0.0003       0.0227      -4.5883
Sella  19 04:57:30       10.900511       0.0348       0.0003       0.0227      19.0526
Sella  20 04:57:31       10.867709       0.0294       0.0002       0.0227      49.4325
Sella  21 04:57:32       10.816913       0.0251       0.0002       0.0227      95.0354
Sella  22 04:57:34       10.747600       0.0232       0.0002       0.0205     134.6799
Sella  23 04:57:35       10.678812       0.0159       0.0001       0.0184     154.7116
Sella  24 04:57:36       10.622958       0.0137       0.0001       0.0166     166.5164
Sella  25 04:57:38       10.580502       0.0115       0.0001       0.0149     171.7867
Sella  26 04:57:39       10.546856       0.0093       0.0001       0.0134     182.7874
Sella  27 04:57:41       10.519082       0.0073       0.0001       0.0121     196.4306
Sella  28 04:57:42       10.495698       0.0055       0.0001       0.0109     231.9692
Sella  29 04:57:44       10.475358       0.0039       0.0000       0.0098     314.5643
Sella  30 04:57:45       10.456720       0.0025       0.0000       0.0088     473.9296
Sella  31 04:57:47       10.439348       0.0021       0.0000       0.0079     733.0639
Sella  32 04:57:49       10.423764       0.0019       0.0000       0.0071    1175.6372
Sella  33 04:57:50       10.412074       0.0013       0.0000       0.0058    2197.4256
Sella  34 04:57:51       10.411952       0.0010       0.0000       0.0058      73.7385
Sella  35 04:57:53       10.414728       0.0003       0.0000       0.0009   -5950.0624
Sella  36 04:57:54       10.415693       0.0003       0.0000       0.0003 -268305.5774
Sella  37 04:57:56       10.416441       0.0001       0.0000       0.0002  -33839.8514
Sella  38 04:57:57       10.416475       0.0001       0.0000       0.0001   -1909.7679
