     Step     Time          Energy         fmax         cmax       rtrust          rho
Sella   0 05:15:35        5.379453       0.8502       1.8279       1.6000       1.0000
Sella   1 05:15:36       14.050230       3.3628       1.4663       1.6000       5.0460
Sella   2 05:15:39        8.018033       2.0193       0.3721       1.6000       1.9893
Sella   3 05:15:39        6.783684       1.9205       0.1206       1.6000       0.5711
Sella   4 05:15:40        6.270896       0.8871       0.0229       1.6000       0.4762
Sella   5 05:15:41        6.738499       0.6555       0.0383       0.2997     -11.2513
Sella   6 05:15:42        6.536861       0.3129       0.0040       0.2997       0.8240
Sella   7 05:15:43        6.529558       0.4513       0.0183       0.2997       0.3955
Sella   8 05:15:44        6.592074       0.2122       0.0022       0.0803      -0.9785
Sella   9 05:15:45        6.710733       0.1909       0.0009       0.0723      -3.9801
Sella  10 05:15:46        6.794006       0.1856       0.0007       0.0651      -3.0983
Sella  11 05:15:47        6.879775       0.1794       0.0006       0.0585      -4.0553
Sella  12 05:15:48        6.950834       0.1746       0.0006       0.0527      -3.9386
Sella  13 05:15:49        7.004724       0.1696       0.0007       0.0474      -3.1980
Sella  14 05:15:50        7.059977       0.1658       0.0005       0.0427      -3.7362
Sella  15 05:15:51        7.114582       0.1613       0.0004       0.0384      -4.5071
Sella  16 05:15:52        7.167300       0.1570       0.0003       0.0346      -5.2362
Sella  17 05:15:53        7.215216       0.1529       0.0003       0.0311      -5.4576
Sella  18 05:15:54        7.259849       0.1490       0.0002       0.0280      -5.8113
Sella  19 05:15:55        7.300819       0.1454       0.0002       0.0252      -6.1006
Sella  20 05:15:56        7.338440       0.1421       0.0001       0.0227      -6.3851
Sella  21 05:15:57        7.372835       0.1390       0.0001       0.0204      -6.6446
Sella  22 05:15:58        7.404228       0.1363       0.0001       0.0184      -6.8893
Sella  23 05:15:59        7.432825       0.1338       0.0001       0.0165      -7.1170
Sella  24 05:16:00        7.458840       0.1315       0.0001       0.0149      -7.3297
Sella  25 05:16:01        7.482476       0.1295       0.0000       0.0134      -7.5274
Sella  26 05:16:01        7.503930       0.1276       0.0000       0.0121      -7.7111
Sella  27 05:16:02        7.523384       0.1260       0.0000       0.0108      -7.8812
Sella  28 05:16:03        7.541012       0.1245       0.0000       0.0098      -8.0383
Sella  29 05:16:04        7.556973       0.1232       0.0000       0.0088      -8.1830
Sella  30 05:16:05        7.571416       0.1220       0.0000       0.0079      -8.3162
Sella  31 05:16:06        7.584477       0.1209       0.0000       0.0071      -8.4384
Sella  32 05:16:07        7.596284       0.1199       0.0000       0.0064      -8.5504
Sella  33 05:16:08        7.606952       0.1190       0.0000       0.0058      -8.6528
Sella  34 05:16:09        7.616587       0.1183       0.0000       0.0052      -8.7463
Sella  35 05:16:10        7.625286       0.1175       0.0000       0.0047      -8.8316
Sella  36 05:16:11        7.633137       0.1169       0.0000       0.0042      -8.9092
Sella  37 05:16:12        7.640220       0.1163       0.0000       0.0038      -8.9799
Sella  38 05:16:13        7.646610       0.1158       0.0000       0.0034      -9.0441
Sella  39 05:16:14        7.652373       0.1154       0.0000       0.0031      -9.1024
Sella  40 05:16:15        7.657569       0.1149       0.0000       0.0028      -9.1553
Sella  41 05:16:16        7.662254       0.1146       0.0000       0.0025      -9.2032
Sella  42 05:16:17        7.666476       0.1142       0.0000       0.0022      -9.2467
Sella  43 05:16:18        7.670281       0.1139       0.0000       0.0020      -9.2860
Sella  44 05:16:19        7.673709       0.1136       0.0000       0.0018      -9.3215
Sella  45 05:16:20        7.676799       0.1134       0.0000       0.0016      -9.3537
Sella  46 05:16:21        7.679581       0.1132       0.0000       0.0015      -9.3828
Sella  47 05:16:22        7.682088       0.1130       0.0000       0.0013      -9.4090
Sella  48 05:16:23        7.684346       0.1128       0.0000       0.0012      -9.4327
Sella  49 05:16:23        7.686380       0.1126       0.0000       0.0011      -9.4541
Sella  50 05:16:24        7.688211       0.1125       0.0000       0.0010      -9.4735
Sella  51 05:16:25        7.689860       0.1123       0.0000       0.0009      -9.4909
Sella  52 05:16:26        7.691345       0.1122       0.0000       0.0008      -9.5066
Sella  53 05:16:27        7.692682       0.1121       0.0000       0.0007      -9.5208
Sella  54 05:16:28        7.693886       0.1120       0.0000       0.0006      -9.5336
Sella  55 05:16:29        7.694970       0.1119       0.0000       0.0006      -9.5451
Sella  56 05:16:30        7.695946       0.1119       0.0000       0.0005      -9.5555
Sella  57 05:16:31        7.696825       0.1118       0.0000       0.0005      -9.5649
Sella  58 05:16:32        7.697616       0.1117       0.0000       0.0004      -9.5733
Sella  59 05:16:33        7.698328       0.1117       0.0000       0.0004      -9.5809
Sella  60 05:16:34        7.698969       0.1116       0.0000       0.0003      -9.5878
Sella  61 05:16:35        7.699546       0.1116       0.0000       0.0003      -9.5940
Sella  62 05:16:36        7.700065       0.1115       0.0000       0.0003      -9.5995
Sella  63 05:16:37        7.700533       0.1115       0.0000       0.0002      -9.6045
Sella  64 05:16:38        7.700953       0.1115       0.0000       0.0002      -9.6090
Sella  65 05:16:39        7.701332       0.1114       0.0000       0.0002      -9.6131
Sella  66 05:16:40        7.701673       0.1114       0.0000       0.0002      -9.6168
Sella  67 05:16:41        7.701980       0.1114       0.0000       0.0002      -9.6200
Sella  68 05:16:42        7.702256       0.1114       0.0000       0.0001      -9.6230
Sella  69 05:16:43        7.702505       0.1113       0.0000       0.0001      -9.6257
Sella  70 05:16:44        7.702729       0.1113       0.0000       0.0001      -9.6281
Sella  71 05:16:45        7.702930       0.1113       0.0000       0.0001      -9.6303
Sella  72 05:16:46        7.703111       0.1113       0.0000       0.0001      -9.6321
Sella  73 05:16:47        7.703284       0.1113       0.0000       0.0001      -9.6338
Sella  74 05:16:48        7.703456       0.1113       0.0000       0.0001      -9.6355
Sella  75 05:16:49        7.703628       0.1113       0.0000       0.0001      -9.6373
Sella  76 05:16:50        7.703801       0.1112       0.0000       0.0001      -9.6390
Sella  77 05:16:51        7.703973       0.1112       0.0000       0.0001      -9.6408
Sella  78 05:16:52        7.704145       0.1112       0.0000       0.0001      -9.6427
Sella  79 05:16:52        7.704318       0.1112       0.0000       0.0001      -9.6444
Sella  80 05:16:53        7.704490       0.1112       0.0000       0.0001      -9.6462
Sella  81 05:16:54        7.704662       0.1112       0.0000       0.0001      -9.6480
Sella  82 05:16:55        7.704835       0.1112       0.0000       0.0001      -9.6498
Sella  83 05:16:56        7.705007       0.1111       0.0000       0.0001      -9.6516
Sella  84 05:16:57        7.705180       0.1111       0.0000       0.0001      -9.6534
Sella  85 05:16:58        7.705352       0.1111       0.0000       0.0001      -9.6552
Sella  86 05:16:59        7.705524       0.1111       0.0000       0.0001      -9.6570
Sella  87 05:17:00        7.705697       0.1111       0.0000       0.0001      -9.6588
Sella  88 05:17:01        7.705869       0.1111       0.0000       0.0001      -9.6606
Sella  89 05:17:02        7.706042       0.1111       0.0000       0.0001      -9.6624
Sella  90 05:17:03        7.706214       0.1110       0.0000       0.0001      -9.6641
Sella  91 05:17:04        7.706387       0.1110       0.0000       0.0001      -9.6660
Sella  92 05:17:05        7.706559       0.1110       0.0000       0.0001      -9.6678
Sella  93 05:17:06        7.706732       0.1110       0.0000       0.0001      -9.6696
Sella  94 05:17:07        7.706904       0.1110       0.0000       0.0001      -9.6714
Sella  95 05:17:08        7.707077       0.1110       0.0000       0.0001      -9.6732
Sella  96 05:17:09        7.707249       0.1110       0.0000       0.0001      -9.6750
Sella  97 05:17:10        7.707422       0.1110       0.0000       0.0001      -9.6768
Sella  98 05:17:11        7.707594       0.1109       0.0000       0.0001      -9.6786
Sella  99 05:17:12        7.707767       0.1109       0.0000       0.0001      -9.6803
Sella 100 05:17:13        7.707940       0.1109       0.0000       0.0001      -9.6822
